function	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
GDPREDUCT-RXN	5239.34	13765.09	12393.06	7597.87	9778.74	5348.0	6147.88	5012.69	6869.33	7120.889999999999	10157.33	5575.84	5646.34	2415.01	4518.11	4939.959999999999	697.7600000000001	2407.13	1706.9499999999998	2736.1800000000003	1993.25	2319.75	14642.58	12937.46	17441.31	2993.9700000000003	1531.18	3610.3	2333.82	3604.68	1778.7400000000002	5833.22	6206.96	10531.5
GENTAMICIN-2-N-ACETYLTRANSFERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GENTAMICIN-3-N-ACETYLTRANSFERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	49.0	10.0	39.0	49.0	0.0	30.0	15.0	0.0	0.0	17.0	0.0	0.0	0.0	114.0	130.0	66.0	29.0	21.0	16.0	14.0	45.0	19.0	14.0	36.0	10.0
GENTISATE-12-DIOXYGENASE-RXN	72.0	56.0	20.0	16.0	0.0	173.0	62.0	63.0	27.0	0.0	3.0	92.14	138.0	10.14	11.0	20.0	8.0	18.0	0.0	21.0	36.0	6.0	74.64	68.0	155.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GERANOYL-COA-CARBOXYLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2348.0	88.0	2734.0	122.0	72.0	44.0	608.0	38.01	0.0	841.0	26.0	644.0	176.99	0.0	1398.0	1258.01	320.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GKI-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	10.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLCNACPTRANS-RXN	350.0	661.0	510.73	468.4	336.5	727.0	500.5	882.8299999999999	1202.98	1521.07	479.3	698.98	698.48	589.83	830.8199999999999	964.59	118.63	516.9000000000001	442.44000000000005	275.67	263.84000000000003	93.0	3143.53	2280.8	4191.16	637.0699999999999	277.32000000000005	434.98	336.47	324.88	249.67	698.9200000000001	784.1800000000001	912.42
GLU6PDEHYDROG-RXN	1687.16	4140.5	3714.23	2338.61	2421.03	1860.41	1924.41	2538.69	1533.9899999999998	2217.17	3913.15	1872.31	1132.35	832.2800000000001	1668.32	1167.33	361.69	611.63	554.9	1100.97	727.71	671.25	5698.28	3569.07	5784.61	762.7	403.19000000000005	229.25	464.94	399.21	419.87	1298.64	1330.85	928.62
GLUC1PADENYLTRANS-RXN	6326.56	4557.34	6389.03	4910.860000000001	6068.16	7895.88	6109.62	3418.73	1579.93	2628.3900000000003	1214.86	1420.06	2349.31	791.8199999999999	1156.9499999999998	1966.01	410.93	393.9	567.4	492.83	419.85	854.0	4164.61	4248.47	5586.6900000000005	1072.97	458.31	518.97	890.1100000000001	1431.09	634.6700000000001	2125.01	2914.7699999999995	2243.27
GLUC1PURIDYLTRANS-RXN	1430.25	1414.17	1144.23	855.4	1091.5	1517.67	1720.5	1544.33	2563.28	2539.09	2257.49	1803.1	2154.42	751.1099999999999	1329.79	1871.95	204.8	854.7	649.98	722.9000000000001	591.04	289.5	4948.33	4618.39	5837.66	851.3399999999999	565.59	677.65	863.4100000000001	1074.34	683.87	2355.46	2554.98	2142.75
GLUCARDEHYDRA-RXN	149.0	217.0	201.0	58.25	27.0	192.0	441.0	518.0	181.0	247.0	2812.0	475.0	138.0	84.0	608.0	86.34	98.0	86.0	40.0	660.0	279.66	32.0	1532.0	917.34	809.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCDEHYDROG-RXN	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	845.0	325.2	1557.0	765.76	24.0	85.75999999999999	304.0	16.0	41.0	286.0	50.0	353.0	322.0	6.0	890.76	723.0	940.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCISOM-RXN	1673.66	4058.0	3694.4	2353.61	2437.03	2198.4100000000003	1914.41	2608.86	171.08999999999995	361.76	1981.04	580.5	43.5	189.83	456.5	201.0	377.86	37.0	36.53	521.5699999999999	250.17	651.25	1271.44	1241.5	1175.41	9.43	9.0	15.0	31.0	20.0	20.0	55.6	142.0	311.0
GLUCOKIN-RXN	8641.67	11146.75	11698.7	8650.3	8127.44	9722.22	8417.69	8296.21	2457.16	2777.44	3095.18	2308.82	2120.42	975.12	1488.75	2135.18	1180.75	864.03	661.31	924.47	818.3700000000001	1969.75	5612.76	5729.8	8266.23	1055.9299999999998	483.92	1138.32	806.5699999999999	1381.68	585.2	2439.77	2407.32	4573.25
GLUCONATE-2-DEHYDROGENASE-RXN	0.0	104.0	20.0	52.0	30.0	0.0	0.0	0.0	62.0	369.0	2845.0	221.76	0.0	50.76	608.0	0.0	0.0	51.0	122.0	642.0	304.0	18.0	1431.76	324.0	790.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCONATE-5-DEHYDROGENASE-RXN	2880.75	5230.0	5752.5	3862.87	4300.52	3916.71	3176.61	2867.46	258.46000000000004	284.98	286.43	348.73	269.5	93.8	115.43	364.34	421.86	100.4	83.56	116.07	80.16	892.25	567.86	1249.09	988.54	71.43	41.0	37.5	56.5	47.0	71.5	168.35	230.5	323.0
GLUCONOKIN-RXN	111.0	88.5	32.0	23.0	10.0	185.0	265.0	302.0	1335.98	2095.58	2129.11	891.52	521.6	703.11	1160.3200000000002	365.3200000000001	49.0	553.3	518.37	669.9	318.37	12.0	4024.55	2007.24	4076.28	62.6	128.6	47.0	141.6	128.8	130.2	743.2	484.6	353.2
GLUCONOLACT-RXN	0.0	19.0	11.0	16.25	0.0	0.0	0.0	0.0	203.08	372.75	2049.14	718.5	138.0	155.0	361.43	83.67	0.0	106.0	49.5	504.5	273.33	7.0	1194.0	1259.67	1127.34	0.0	0.0	0.0	11.0	4.0	0.0	3.0	8.0	29.0
GLUCOSAMINE-6-P-DEAMIN-RXN	7675.25	12488.0	12886.43	8715.17	8435.89	8849.38	7535.93	8490.15	1255.27	1771.79	1110.45	1281.86	1907.4	691.93	962.16	1861.53	1182.77	410.06	439.81	486.64	320.01	2146.25	3874.47	4139.82	4598.03	1016.93	587.99	1825.15	900.6400000000001	1732.21	662.1700000000001	1929.09	2444.55	5596.22
GLUCOSAMINE-KINASE-RXN	0.0	27.0	0.0	0.0	0.0	0.0	0.0	23.0	15.0	31.0	36.14	110.38	138.0	19.38	1.43	0.0	0.0	0.0	0.0	42.0	40.0	6.0	37.88	0.0	345.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCOSAMINEPNACETYLTRANS-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCOSE-1-DEHYDROGENASE-RXN	56.0	0.0	85.0	0.0	5.0	108.0	155.0	36.0	97.33	246.0	1492.25	353.88	0.0	117.0	351.0	11.0	16.0	8.0	35.0	389.0	184.5	0.0	947.63	272.0	615.46	0.0	0.0	0.0	11.0	4.0	0.0	3.0	8.0	29.0
GLUCOSE-1-PHOSPHAT-RXN	38.0	60.0	6.83	0.0	20.0	0.0	188.0	245.83	151.5	226.5	71.0	131.0	465.83	23.17	33.0	177.67000000000002	41.83	14.0	31.67	23.5	57.0	6.0	123.67	285.09000000000003	538.0	328.17	213.67	770.33	230.17	513.3299999999999	193.67	422.67	472.33	1732.17
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	105.0	74.5	7.83	2.0	5.0	10.67	191.0	439.83	287.53	311.63	1680.31	757.31	394.83	135.38	437.76	250.34000000000003	49.5	164.73000000000002	45.540000000000006	435.17	335.17	12.0	1352.22	730.6700000000001	1092.08	379.17	88.67	79.33	96.17	99.33	88.67	248.67	313.33000000000004	287.17
GLUCOSYLCERAMIDASE-RXN	1862.67	2061.0	2154.0	1682.75	974.75	2151.4700000000003	2072.92	2602.17	53.1	131.86	708.58	314.5	9.0	83.0	83.0	151.5	368.72	10.0	8.72	141.14	69.0	347.25	269.72	810.25	359.51	2.86	9.0	0.0	11.0	4.0	0.0	5.25	16.0	46.0
GLUCUROISOM-RXN	2721.69	4708.0	5156.1	3679.81	3878.86	3592.18	3068.14	3012.56	330.67	524.5899999999999	568.04	522.8	80.0	192.46	238.5	410.17	422.86	69.33	89.2	180.24	111.67	799.25	878.6800000000001	1440.58	1408.44	17.43	21.0	18.5	63.5	43.0	30.5	151.85	184.5	500.0
GLUCURONOKINASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLURS-RXN	5688.34	7501.5	7645.83	5735.04	6353.36	6629.549999999999	5619.9400000000005	4520.29	3227.95	2889.59	2712.1400000000003	2393.54	2587.68	684.41	1137.68	2460.53	604.36	1137.6	596.41	783.81	776.7	1381.25	4054.51	5019.5	5915.07	1393.2	640.27	1511.83	1087.27	1504.13	834.3700000000001	3021.72	2953.63	4870.17
GLUTACONATE-COA-TRANSFERASE-RXN	42.16	120.0	87.0	100.66	179.66	53.0	28.0	142.0	403.5	379.5	3178.0	593.5	1296.0	288.0	761.0	347.9	0.0	104.0	80.5	676.0	334.0	12.0	1753.8	529.7	2361.0	352.0	98.0	226.0	440.0	1016.0	342.0	1308.0	1802.4	1111.6
GLUTACONYL-COA-DECARBOXYLASE-RXN	786.75	1459.0	829.0	659.0	587.0	2523.0	836.0	2831.0	270.75	365.75	99.0	116.75	1543.0	134.0	161.0	868.2900000000001	344.0	56.0	86.25	65.0	19.0	220.0	535.4	1173.35	1067.0	608.0	359.0	972.0	663.0	957.0	465.0	1650.5	1720.2	2114.8
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	0.0	42.0	36.0	0.0	5.0	12.0	15.0	69.0	1746.16	353.1	507.42	557.38	536.0	93.38	123.29	468.67	16.0	681.0	57.0	157.0	186.33	6.0	598.88	1614.67	1024.0100000000002	417.0	109.0	310.0	201.0	177.0	105.0	427.0	322.0	650.0
GLUTAMATE-DEHYDROGENASE-RXN	154.75	287.92	153.0	103.0	86.75	480.0	154.75	579.75	529.78	793.95	1838.61	1021.24	1465.27	527.77	828.97	747.02	67.75	168.4	293.25	473.07	372.7	35.5	2977.16	1850.25	3980.24	539.27	334.6	475.0	553.27	847.13	488.2000000000001	1839.87	1851.13	1454.33
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	1716.91	4172.25	3950.4	2659.61	2693.78	2034.41	1684.16	2394.61	175.68	260.68	72.78999999999999	158.92000000000002	962.25	120.33	85.67	658.45	321.61	36.0	50.11	19.57	41.0	681.75	287.09000000000003	770.1	834.0799999999999	416.93	221.25	905.25	429.5	967.75	291.0	963.1	1229.45	2575.05
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	1956.93	1342.5	2254.0	2110.83	2294.33	2986.14	1799.53	1518.6	1850.61	987.54	1932.49	1236.76	500.0	242.94	553.12	833.49	170.47	716.6999999999999	228.77	518.5699999999999	502.87	220.5	2038.39	1739.95	2724.2000000000003	273.0	121.0	32.4	121.4	105.6	109.2	823.7	419.2000000000001	400.2
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	1706.93	1133.0	2093.6	1669.4299999999998	1811.33	2663.4700000000003	1615.53	1367.1	161.15	111.75	206.6	319.0	304.0	80.0	67.0	185.6	153.0	108.0	22.5	76.5	125.0	173.5	426.25	376.0	854.62	407.0	101.0	289.0	145.0	155.0	100.0	331.65	283.0	545.0
GLUTAMATE-SYNTHASE-NADH-RXN	12572.27	19564.25	19950.5	13736.79	16005.33	15515.14	12509.24	11311.13	3084.36	2188.19	6141.15	3048.76	1177.0	1352.66	2150.29	2542.13	1554.0	1102.46	583.72	1727.05	1172.0	3390.25	7943.4	6341.25	9673.1	640.29	279.0	1169.0	442.0	658.0	286.0	1069.85	931.0	3838.0
GLUTAMATESYN-RXN	12572.27	19564.25	19950.5	13736.79	16005.33	15515.14	12509.24	11311.13	3084.36	2188.19	6141.15	3048.76	1177.0	1352.66	2150.29	2542.13	1554.0	1102.46	583.72	1727.05	1172.0	3390.25	7943.4	6341.25	9673.1	640.29	279.0	1169.0	442.0	658.0	286.0	1069.85	931.0	3838.0
GLUTAMIN-RXN	2332.87	6651.5	6343.4	4105.1900000000005	4564.530000000001	2255.6900000000005	2545.37	3363.57	2001.46	1528.12	3366.02	1187.94	1673.0	468.38	1072.0500000000002	389.37	451.14	778.57	320.76	827.14	633.5	1075.0	3071.28	1464.02	3507.71	795.86	164.0	265.0	519.0	1047.0	462.0	1367.6	2007.2	1145.8
GLUTAMINE--TRNA-LIGASE-RXN	4466.59	6010.75	6472.33	4812.04	5225.61	5117.049999999999	4411.6900000000005	3706.54	1231.46	810.0	2138.08	1548.1	1353.6799999999998	208.08	534.96	1543.01	504.11	412.13	144.93	583.64	486.2	1074.25	1974.48	3095.82	1521.3200000000002	504.2000000000001	441.27	1157.83	540.27	827.1299999999999	431.37	1731.12	1367.43	3760.37
GLUTAMINESYN-RXN	11833.59	17298.92	17689.129999999997	12659.34	14169.0	14102.68	11649.37	10145.86	4150.0	4568.65	12197.09	3840.61	2811.67	1568.75	3703.18	3033.07	1359.3	1563.5	1086.5299999999995	3064.28	1835.04	3024.75	11712.27	6995.469999999999	11323.89	1878.63	873.5900000000001	2223.15	1186.91	1560.34	884.3700000000001	2819.56	2705.48	5762.75
GLUTAMINYL-PEPTIDE-CYCLOTRANSFERASE-RXN	67.0	0.0	1.0	2.0	0.0	10.67	3.0	194.0	166.25	294.75	48.0	95.0	21.0	84.0	120.0	0.0	7.67	45.0	66.5	26.5	27.0	0.0	303.0	76.0	323.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	39.0	110.5	91.0	68.0	35.0	0.0	188.0	245.0	5654.09	3118.82	3990.26	2685.24	964.6	549.49	1361.21	1135.41	41.0	2116.71	684.39	1073.07	1108.36	18.0	4474.54	4431.57	5864.860000000001	508.6	192.6	85.0	245.6	167.8	234.2	903.2	718.6	385.2
GLUTARYL-COA-DEHYDROGENASE-RXN	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	2030.76	1088.93	2128.3	1321.55	212.0	184.88	531.4300000000001	415.92	0.0	783.24	172.66	595.0	412.33	6.0	1719.04	1996.67	2339.75	10.0	0.0	0.0	28.0	8.0	0.0	44.0	33.0	87.0
GLUTATHIONE-PEROXIDASE-RXN	1559.8200000000002	3973.75	3652.9	2631.86	2799.31	1786.16	1903.66	2417.36	3584.41	2584.99	5596.35	2392.31	2300.57	794.86	1764.83	2085.17	339.41	1244.43	605.84	1434.9	928.84	646.5	5880.82	4419.8	5931.16	1066.6	590.3199999999999	2513.82	983.14	2010.21	647.5	1996.44	2300.55	6423.38
GLUTATHIONE-REDUCT-NADPH-RXN	38.0	60.0	9.23	0.4	5.0	1.0	188.0	251.83	1302.13	864.03	1883.04	1278.01	585.1500000000001	273.0	677.8000000000001	491.08	42.63	459.33	194.41000000000005	515.8299999999999	532.51	7.0	2245.54	2157.06	2528.95	625.0699999999999	270.99	171.65	292.14000000000004	278.21	248.67	356.94	788.85	545.42
GLUTATHIONE-SYN-RXN	39.0	71.0	11.0	0.0	5.0	0.0	188.0	245.0	1178.8	415.3	1895.44	1263.78	432.6	152.78	399.63	347.07	41.0	458.8	98.0	441.4	491.53	12.0	1404.88	1138.07	1840.75	266.6	101.6	17.0	100.6	103.8	89.2	727.2	349.6	271.2
GLUTCYSLIG-RXN	42.0	85.67	45.23	6.4	5.0	1.0	191.0	251.83	1372.5	721.36	1907.55	1400.85	900.5	189.49	593.53	613.0799999999999	42.63	462.47	211.63	466.9	451.53	18.0	1931.79	2151.38	2518.25	186.17	257.67	108.73	222.57	233.93	245.87	956.87	722.5300000000001	418.37
GLUTDECARBOX-RXN	1711.91	4182.0	3964.4	2648.61	2635.03	1729.0800000000002	1958.41	2827.86	16.259999999999998	116.2	54.37	88.99	11.0	46.21	6.5	130.57999999999998	393.53	0.0	10.010000000000002	46.57	53.67	688.25	161.07	206.17	268.17	2.1	9.0	14.0	9.0	10.0	10.0	12.6	6.0	33.33
GLUTDEHYD-RXN	5959.25	10111.75	10638.63	7567.05	8017.139999999999	7064.960000000001	5950.1	5895.9	2089.66	1838.68	2068.83	1570.1999999999998	1425.5	467.25	937.86	1785.4	787.77	779.0300000000001	366.22	668.04	574.87	1729.5	3182.8099999999995	3526.0400000000004	2744.87	1024.53	589.59	1736.15	763.24	1262.01	510.37	1913.59	1641.95	5250.62
GLUTKIN-RXN	4504.09	6043.5	6415.23	4694.11	5207.36	5661.549999999999	4548.9400000000005	4132.29	2411.21	1991.41	2473.78	1884.75	1321.75	585.5799999999999	1064.12	1499.5	546.1600000000001	846.0300000000001	417.03	752.47	667.04	1054.75	3625.84	4218.620000000001	4542.37	722.1	446.59	503.65	560.74	509.01	406.87000000000006	1613.64	1449.4499999999998	1582.62
GLUTRACE-RXN	4534.59	6286.42	6741.23	5039.44	5485.11	5576.879999999999	4509.6900000000005	3893.54	2962.96	2908.33	2867.2	2332.63	3228.17	1040.74	1620.46	2769.4	528.24	1008.7	707.3599999999999	867.97	795.5400000000001	1103.25	5917.6	6111.74	8141.94	1558.7700000000002	757.59	1596.15	1291.91	2091.34	1006.37	3471.0599999999995	3911.68	5389.55
GLUTRNAREDUCT-RXN	637.5799999999999	612.25	634.3299999999999	460.33	347.58	1462.84	745.08	1269.08	2198.23	1817.95	2405.62	1813.86	1906.43	617.28	1067.8200000000002	1457.88	168.25	869.7	473.85	682.0699999999999	684.7	111.0	4043.76	3603.09	4623.12	887.77	409.27	546.3299999999999	661.77	884.1299999999999	580.87	2218.52	2102.13	1760.17
GLUTSEMIALDEHYDROG-RXN	4504.09	6126.5	6529.23	4766.11	5266.36	5667.549999999999	4557.9400000000005	4170.29	2477.96	1986.83	2593.78	2055.25	1328.75	634.5799999999999	1087.79	1528.5	551.1600000000001	928.03	418.53	791.97	781.04	1066.75	3752.17	4278.620000000001	5063.37	985.1	446.59	503.65	560.74	517.01	406.87000000000006	1613.64	1449.4499999999998	1582.62
GLY3KIN-RXN	3261.09	4917.67	5566.4	4030.44	4234.36	4218.879999999999	3549.94	3423.46	2515.1400000000003	2574.61	2356.16	1558.02	730.99	1052.96	1734.16	1670.73	476.66	925.7	753.6899999999999	757.5699999999999	636.01	794.25	6486.42	4216.950000000001	7501.49	714.93	302.32	950.82	467.47	660.88	239.5	744.37	879.02	2802.25
GLYC3PDEHYDROGBIOSYN-RXN	4625.84	6347.42	6816.23	4993.44	5469.11	5692.549999999999	4469.6900000000005	4206.54	2892.21	2845.41	2805.2	2387.5	2596.17	1026.74	1644.79	2645.45	559.9100000000001	994.7	718.1099999999999	857.97	793.0400000000001	1103.25	5992.49	6050.89	7683.82	1374.77	715.59	1472.15	1084.91	1591.34	837.3700000000001	2846.0600000000004	3015.48	4837.75
GLYCDEH-RXN	773.03	1027.75	732.1	783.4300000000001	929.58	1665.77	1205.48	1390.45	398.33	292.52	322.36	452.46	300.65	122.0	90.8	485.82	183.55	148.07	80.16	98.0	207.0	177.0	682.78	821.88	1834.95	389.9	93.65	93.65	121.3	104.55	99.0	336.1	336.85	432.25
GLYCERALDEHYDE-DEHYDRO-RXN	0.0	0.0	13.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYCERATE-DEHYDROGENASE-RXN	4151.34	5754.5	6209.83	4421.58	5145.48	4706.879999999999	4171.9400000000005	3244.29	1021.73	592.48	1751.4	871.6600000000001	1816.43	169.75	445.96	1263.69	449.69	311.8	107.78	503.47	350.7	1020.25	1631.98	2002.01	1254.12	693.2	492.27	1274.83	776.27	1350.13	589.37	2325.4700000000003	2238.63	4326.17
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.67	300.17	41.67	62.17	113.67	79.17	175.67	179.33999999999995	0.0	15.33	57.0	40.33	20.17	1.0	487.5	633.5	165.67	72.0	46.67	35.67	71.67	49.33	39.0	71.67	166.67	155.0
GLYCEROL-DEHYDRATASE-RXN	28.95	76.0	52.2	47.2	22.0	51.6	36.4	87.2	49.75	38.82	3.24	4.82	0.0	0.0	0.0	84.5	9.0	0.0	3.94	0.0	0.0	19.0	0.0	103.25	2.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0
GLYCEROL-KIN-RXN	3635.57	4949.75	5553.53	4147.07	4951.29	4403.379999999999	3780.44	2405.99	2649.13	2598.01	3937.28	1755.0200000000002	1859.5	962.59	1819.79	1688.48	344.19	962.63	640.38	1106.57	780.34	859.75	5931.83	4840.610000000001	6916.27	1142.77	465.59	1056.75	783.51	1255.7399999999998	590.1700000000001	1513.91	2135.28	2253.55
GLYCERONE-KINASE-RXN	0.0	50.25	13.0	1.0	6.75	12.0	16.75	162.25	426.26	728.8500000000001	178.07999999999998	175.29000000000002	161.67000000000002	181.83	287.03	247.09	16.75	81.73	167.9	70.0	101.34	1.5	945.95	950.0	933.58	100.0	46.67	72.67	92.67	62.33	39.0	163.67000000000002	200.67	169.0
GLYCINE--TRNA-LIGASE-RXN	4939.59	6771.34	7068.46	5338.34	5698.86	6385.55	5053.4400000000005	5037.12	4694.13	4111.83	4950.200000000001	4021.2	4494.09	1484.35	2560.06	4166.65	680.2900000000001	1588.5	1022.43	1459.2	1385.08	1169.75	8789.060000000001	9290.78	11619.02	2261.44	1196.18	2068.8	1831.32	2584.68	1398.2400000000002	4980.52	5282.46	6898.17
GLYCINE-AMIDINOTRANSFERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.33	10.33	7.0	12.33	0.0	17.33	6.0	18.67	0.0	2.33	3.67	0.67	0.0	0.0	92.0	8.33	72.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYCOGEN-BRANCH-RXN	6571.67	7409.42	8188.73	5775.27	7018.94	8037.22	6322.52	4814.04	1635.97	2524.74	2757.54	1908.88	2265.02	812.76	1420.04	2212.15	624.9100000000001	503.9	539.34	833.37	712.91	1348.25	4920.08	4664.32	6308.08	1261.5	629.19	1127.65	900.3399999999999	1470.81	687.0699999999999	3072.49	2738.25	4436.62
GLYCOGENSYN-RXN	4914.34	6432.42	7285.23	5174.94	5626.11	6226.549999999999	4835.02	4188.54	1303.24	2240.45	2804.26	1784.89	1739.0700000000002	662.96	1137.64	2089.55	556.24	327.9	428.11	825.5699999999999	608.51	1133.25	3890.58	4328.82	4907.49	987.5	413.99	1080.15	701.6400000000001	1260.21	498.17	1600.19	2024.55	3892.22
GLYCOLALD-DEHYDROG-RXN	349.71	2399.0	2296.0	1440.63	1807.88	400.86	660.71	615.71	432.63	127.63	66.09	72.4	286.6	29.4	73.2	59.4	90.86	221.4	44.86	35.97	16.2	375.0	268.86	293.4	225.0	34.03	122.6	33.0	113.6	140.8	118.2	719.2	380.6	287.2
GLYCOLALDREDUCT-RXN	3970.59	5250.5	5614.5	3734.08	4553.98	4301.379999999999	3996.94	3059.46	111.43	167.12	108.37	158.69	993.75	88.0	44.0	257.2	430.86	15.0	25.09	53.57	45.5	940.25	333.51	413.35	464.92	332.43	157.0	401.5	365.5	654.0	297.5	1065.1	1248.7	1164.8
GLYCOLATE-REDUCTASE-RXN	28.0	0.0	36.0	0.0	5.0	60.0	85.0	27.0	94.5	103.0	78.0	121.0	103.0	59.0	30.0	39.0	0.0	8.0	13.0	33.0	23.0	0.0	167.0	240.0	638.0	0.0	0.0	0.0	0.0	0.0	36.0	116.0	121.0	179.0
GLYCOPHOSPHORYL-RXN	8400.23	9287.42	10288.96	7746.12	8483.439999999999	9889.63	8359.68	7167.18	1340.67	2238.24	2620.7	1750.78	2568.5	716.4300000000001	1240.1699999999998	2379.4700000000003	972.15	390.5	464.07	755.44	651.5799999999999	1676.0	4426.3	4696.88	5485.21	1378.5	767.26	1206.88	978.81	1592.94	813.24	3324.11	3088.6800000000003	4670.79
GLYCPDIESTER-RXN	11631.77	20837.25	17790.73	11166.53	11267.72	14475.88	12504.69	17371.34	4187.65	3705.36	5146.29	3070.24	2568.75	1509.93	2318.15	2317.66	2496.44	1612.36	884.45	1604.2399999999998	1124.51	3537.25	8916.45	7416.63	9924.73	1244.11	487.59	601.25	927.02	1408.7299999999998	728.67	2172.87	3093.97	2721.01
GLYMALTOPHOSPHORYL-RXN	8400.23	9287.42	10288.96	7746.12	8483.439999999999	9889.63	8359.68	7167.18	1340.67	2238.24	2620.7	1750.78	2568.5	716.4300000000001	1240.1699999999998	2379.4700000000003	972.15	390.5	464.07	755.44	651.5799999999999	1676.0	4426.3	4696.88	5485.21	1378.5	767.26	1206.88	978.81	1592.94	813.24	3324.11	3088.6800000000003	4670.79
GLYOCARBOLIG-RXN	76.0	131.0	17.0	0.0	10.0	0.0	376.0	490.0	76.0	100.0	1374.0	223.0	138.0	22.0	304.0	10.67	82.0	38.0	13.0	344.0	87.33	18.0	763.0	436.67	232.0	8.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYOHMETRANS-RXN	4657.09	6397.42	6837.23	5088.44	5530.11	5739.549999999999	4604.6900000000005	4171.54	2773.96	2830.5	4291.2	2525.74	1970.17	961.74	1850.13	2700.0	551.9100000000001	1028.7	726.8599999999999	1239.97	884.5400000000001	1108.25	6701.25	5871.540000000001	7302.32	1206.77	673.59	1370.15	885.9100000000001	1091.34	668.3700000000001	2224.3100000000004	2122.28	4256.95
GLYOXI-RXN	3908.95	6315.42	6063.23	4084.36	4586.8	4969.679999999999	4041.64	3875.19	1913.78	1547.37	2483.41	1998.76	2831.92	542.4399999999999	998.2	2175.39	507.99	656.8	345.83000000000004	686.3	661.37	1108.75	3551.58	5567.83	4465.860000000001	1089.1	567.59	763.15	981.24	1557.0099999999998	787.37	2926.49	3333.35	3280.2200000000003
GLYOXII-RXN	46.75	86.0	49.83	0.0	5.0	0.0	188.0	248.83	1379.47	613.3	1987.11	1595.41	1265.4299999999998	304.45	597.96	602.69	41.83	504.8	129.42000000000002	506.4	622.7	12.0	1832.5	1845.26	3068.08	530.77	232.27	166.32999999999998	375.77	682.13	346.87	1505.87	1520.13	1096.17
GLYOXIII-RXN	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	750.0	72.33	39.0	182.0	24.0	0.0	0.0	4.0	41.0	268.0	16.0	10.0	91.0	6.0	48.0	10.0	86.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
