function	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
DSERDEAM-RXN	107.75	118.0	42.0	15.0	52.0	94.0	272.0	249.0	896.0799999999999	111.68	79.33	184.18	180.0	30.38	62.0	151.17000000000002	41.0	310.67	37.58	32.0	57.33	12.0	152.08999999999995	492.17	487.08	0.0	0.0	7.0	0.0	10.0	0.0	10.25	0.0	22.0
DTDPDEHYDRHAMEPIM-RXN	6415.39	7659.5	8321.9	6162.379999999999	6046.54	7383.05	6348.66	5770.7300000000005	1505.23	1842.44	2888.23	1954.75	2435.0	528.41	756.55	1883.29	810.3799999999999	565.97	346.91	722.11	629.37	1366.0	2907.01	3651.65	4535.049999999999	1150.79	474.25	1143.15	913.4	1707.35	713.7	2773.4	2982.35	4251.05
DTDPDEHYRHAMREDUCT-RXN	8305.279999999999	16594.42	15934.9	10329.08	12106.37	9261.68	8094.38	7585.47	953.84	1586.5499999999995	4070.88	2066.73	1585.67	552.74	1017.36	1667.61	1020.19	334.57000000000005	310.1	1020.04	706.37	2858.75	3399.15	3302.55	4366.0	775.3599999999999	377.25	966.15	618.4	1166.35	470.7	1961.05	1844.15	3706.25
DTDPGLUCDEHYDRAT-RXN	6480.63	10221.5	10590.13	7379.7	7896.69	7625.41	6287.65	6395.5	2262.9	2240.74	2908.54	2340.75	2710.83	588.5799999999999	942.88	2178.96	869.02	829.3700000000001	383.72	824.04	713.37	1764.75	3719.16	4942.14	4990.889999999999	1300.13	589.9200000000001	1210.48	1046.57	1821.68	853.3700000000001	2974.32	3413.68	4628.22
DTDPGLUCOSEPP-RXN	6301.75	7632.0	8191.4	5956.15	5908.51	7131.96	6228.35	5808.32	2152.96	1847.17	2660.94	2073.08	1213.5	495.74	781.88	1686.06	791.1899999999999	780.3000000000001	357.22	671.21	645.37	1342.5	2953.0199999999995	3890.78	4465.34	802.36	390.25	931.15	507.4	710.35	375.7000000000001	1552.65	1217.95	3198.45
DTDPKIN-RXN	1670.91	4157.75	3491.23	2237.45	2316.4	2630.33	2069.91	3244.94	2329.21	2118.0	2528.03	2050.28	1244.5	736.95	1290.29	1650.5	449.16	896.0300000000001	534.86	760.97	708.8700000000001	670.0	4784.17	4648.120000000001	5083.38	683.6	421.34	518.4	545.24	444.26	380.87000000000006	1538.79	1330.2	1993.37
DTMPKI-RXN	1542.75	1613.42	1670.73	1393.9	1498.25	1930.17	1632.75	1257.08	2796.7	2547.46	2414.9700000000003	1965.51	2186.92	927.94	1553.89	1971.95	162.05	981.7	690.02	745.4000000000001	686.54	321.0	5478.13	4660.39	7138.86	1114.34	565.59	693.65	867.4100000000001	1095.34	683.87	2364.46	2571.98	2152.75
DUDPKIN-RXN	1670.91	4157.75	3491.23	2237.45	2316.4	2630.33	2069.91	3244.94	2329.21	2118.0	2528.03	2050.28	1244.5	736.95	1290.29	1650.5	449.16	896.0300000000001	534.86	760.97	708.8700000000001	670.0	4784.17	4648.120000000001	5083.38	683.6	421.34	518.4	545.24	444.26	380.87000000000006	1538.79	1330.2	1993.37
DURIDKI-RXN	2753.59	5288.92	5236.23	3790.81	3682.23	2942.21	2925.36	2841.54	854.0600000000001	1514.4	865.22	1247.92	911.82	703.3399999999999	957.4	1413.08	407.24	212.33	414.33	366.57	320.51	943.25	3598.23	3705.39	4926.4400000000005	569.1700000000001	386.99	942.65	458.81000000000006	763.54	349.67	765.4599999999999	1121.1799999999998	3195.75
DUTP-PYROP-RXN	4571.84	6276.42	6674.23	4873.44	5383.11	5716.879999999999	4581.6900000000005	3977.54	2706.46	2543.5199999999995	2539.28	2098.86	3076.67	678.74	1229.32	2342.95	549.24	835.7	554.84	759.47	636.54	1084.25	4114.18	4613.89	5504.74	1220.77	723.59	1514.15	1202.91	1983.34	973.37	3248.0599999999995	3736.48	5145.75
DXPREDISOM-RXN	4618.84	6337.75	6841.83	5081.04	5520.11	5707.549999999999	4567.6900000000005	4229.54	2216.74	1811.05	2544.91	1851.54	2237.68	449.08	849.82	1868.21	567.11	813.7	365.71	760.64	646.2	1102.25	3121.08	3944.92	3935.99	1154.2	555.27	1374.83	885.27	1400.13	711.3700000000001	2628.87	2555.63	4489.17
DXS-RXN	7169.65	10369.75	11105.83	7937.49	8442.61	8337.96	6732.85	6529.85	2260.58	2016.55	2648.2	2103.05	2798.6800000000003	547.54	892.48	2374.82	876.72	815.7	378.16	747.21	710.04	1743.0	3381.13	4348.9400000000005	4224.19	1286.3000000000002	583.27	1497.83	1069.94	1905.46	835.3700000000001	3202.1400000000003	3460.16	5421.3
ENDOGLYCOSYLCERAMIDASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66	22.99	2.0	4.66	0.0	20.66	12.0	23.34	0.0	4.66	7.34	1.34	0.0	0.0	58.0	16.66	90.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENOYL-ACP-REDUCT-NADH-RXN	6276.0	10243.25	10279.63	7259.05	7833.139999999999	7761.96	6240.1	6423.4	1953.77	2018.54	3178.69	2838.79	2792.5	878.79	1400.99	2687.53	867.77	654.46	484.78	1005.54	934.05	1747.5	5491.79	5812.56	6531.04	1295.1999999999998	744.59	1609.15	1124.24	1651.01	837.3700000000001	2981.49	2992.15	4777.75
ENOYL-ACP-REDUCT-NADPH-RXN	1899.16	4307.0	4034.23	2807.61	2717.03	2217.0800000000004	1983.41	2763.69	1432.2199999999998	1048.97	931.26	1795.1699999999998	1198.43	547.29	595.36	1175.91	388.36	561.13	311.37	359.64	583.37	717.25	2991.84	3339.24	4321.49	678.2	363.27	837.33	435.77	710.13	358.87	1343.97	1116.93	2705.37
ENOYL-COA-DELTA-ISOM-RXN	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	1643.1	258.1	1593.5	613.5	52.0	49.0	304.0	13.0	41.0	554.4	63.0	357.0	288.0	6.0	885.0	80.0	493.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENOYL-COA-HYDRAT-RXN	976.75	1333.0	1764.5	1731.83	1288.5	1339.17	1556.33	1437.0	6376.83	3264.37	8747.63	3439.32	1164.0	778.21	2271.76	1156.72	182.0	2354.27	695.74	2033.17	1388.32	234.0	6753.639999999999	6335.030000000001	8826.17	444.0	49.0	132.0	243.0	530.0	183.0	753.25	981.2	720.8
ENTDB-RXN	1539.25	1439.92	1270.9	890.4	1394.25	1948.17	1790.75	1518.75	1441.9299999999998	1910.22	710.49	1200.53	1975.09	624.44	869.5999999999999	1699.4499999999998	208.22000000000003	538.3	504.5799999999999	361.9	364.37	293.5	3636.1	3860.38	4999.75	1036.5	488.92	655.8199999999999	831.0699999999999	1021.68	611.7	2285.62	2350.82	2011.25
ERYTH4PDEHYDROG-RXN	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	84.5	151.1	1529.5	252.5	0.0	49.0	304.0	0.0	41.0	25.0	27.0	342.0	132.0	6.0	760.0	70.0	333.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERYTHRITOL-KINASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	15.0	40.0	0.0	0.0	0.0	0.0	0.0	5.0	14.0	0.0	13.0	0.0	5.0	46.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERYTHRON4PDEHYDROG-RXN	1656.16	4129.0	3932.4	2619.28	2608.03	2017.41	1844.41	2506.86	958.78	248.53	1622.79	609.5	72.0	83.0	315.0	215.0	361.86	320.4	41.86	358.57	293.0	682.25	922.86	265.25	552.75	4.43	13.0	43.0	5.0	5.0	25.0	50.1	69.0	586.0
ETHAMLY-RXN	249.16	1045.0	416.0	691.66	398.66	501.0	743.0	1209.0	1754.5	472.74	3138.44	872.64	324.0	158.76	610.86	331.9	177.0	548.0	64.96000000000001	734.0	417.0	214.0	1895.56	345.7	1727.1800000000003	0.0	0.0	0.0	0.0	0.0	0.0	10.0	8.4	55.6
ETHANOLAMINEPHOSPHOTRANSFERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EXOPOLYPHOSPHATASE-RXN	1959.2000000000005	3650.67	3797.33	2862.96	3259.98	3180.36	2551.7	3136.9	3536.19	3506.36	3056.8	2586.12	2766.1	1099.94	1802.35	2502.98	397.97	1318.94	848.9300000000001	1019.71	818.7	581.0	6429.34	7048.83	8617.94	1374.63	690.27	1227.33	1139.77	1274.13	901.87	3091.17	3108.13	3436.17
F16ALDOLASE-RXN	8912.03	13028.42	12838.63	9021.37	9516.46	12573.16	9852.47	10139.11	3213.06	3438.79	3317.75	3093.57	2886.42	1469.4	2050.39	3333.62	1423.63	1189.0300000000002	944.4	1064.78	1106.71	2161.5	7980.07	7301.469999999999	10873.79	1726.63	772.59	1545.65	1165.41	1643.34	908.87	3024.66	3242.98	5036.75
F16BDEPHOS-RXN	4634.09	6225.67	6300.66	4287.04	4667.86	5346.879999999999	4859.4400000000005	4461.12	2917.99	2693.61	2921.17	2789.44	3399.9300000000003	1041.91	1588.9899999999998	2612.66	649.02	1080.0400000000002	658.73	916.47	982.04	1062.75	5851.57	5924.950000000001	8452.400000000001	1803.54	780.19	1555.41	1256.61	2110.54	1048.04	3414.21	3963.74	5457.72
FADSYN-RXN	4660.84	6611.42	7246.23	5493.44	5778.11	5809.549999999999	4634.6900000000005	4336.54	2883.21	2819.58	2805.2	2372.5	2574.92	1003.74	1609.46	2714.7	569.9100000000001	994.7	718.1099999999999	857.97	791.0400000000001	1172.25	5846.15	6038.89	7583.82	1371.77	710.59	1481.65	1077.0800000000002	1588.6699999999998	828.8700000000001	2801.48	3000.31	4822.75
FARNESYLTRANSTRANSFERASE-RXN	4565.84	6338.42	6862.4	5031.44	5494.11	5614.549999999999	4319.6900000000005	4010.71	1837.91	2576.78	2576.09	1508.39	1944.24	923.79	1457.5	2132.71	519.08	628.9	650.4399999999999	766.0699999999999	532.84	1110.25	5243.6	4454.98	6651.07	1281.0	517.32	1408.8200000000002	878.1400000000001	1399.21	652.5	1894.19	2361.55	4186.38
FERREDOXIN--NAD+-REDUCTASE-RXN	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	178.2	188.6	1693.0	506.38	0.0	105.38	331.0	36.67	41.0	43.8	13.0	365.0	164.32999999999998	6.0	1130.88	457.67	1585.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FERREDOXIN--NITRITE-REDUCTASE-RXN	1003.93	840.25	674.1	339.93	657.58	942.97	1016.28	248.85	153.5	128.69	188.08	258.57	343.0	85.0	89.0	184.0	26.75	99.0	24.23	74.0	140.0	194.5	399.7	368.0	868.54	415.0	106.0	297.0	158.0	179.0	105.0	360.0	344.0	600.0
FGAMSYN-RXN	4823.84	6584.42	6918.23	5192.44	5601.11	5838.219999999999	4864.6900000000005	4777.54	4657.83	5356.39	3474.56	3339.59	2597.17	1746.73	2680.7000000000003	3643.32	627.5799999999999	1734.37	1354.7799999999995	1284.64	1132.88	1146.25	9936.82	8565.22	12827.96	2000.77	871.59	1604.15	1271.25	1298.0	972.37	2853.2	2982.14	4773.75
FLAVONADPREDUCT-RXN	2866.26	2391.0	3423.1	3073.7200000000003	3260.04	3695.97	2909.53	1680.1	3515.37	2596.17	3807.61	2113.9700000000003	1046.45	546.6800000000001	1374.12	1294.32	221.0	1299.67	636.26	968.3	825.73	469.5	4303.58	2666.1400000000003	4779.83	487.2	292.2	148.5	341.7	261.6	304.90000000000003	1795.8000000000002	1074.7	755.4
FMNREDUCT-RXN	187.16	332.5	116.0	154.16	183.66	427.0	155.0	317.5	159.75	233.0	73.25	109.8	346.0	20.8	67.0	511.0	26.0	12.0	42.0	48.0	26.0	49.5	247.75	588.75	600.99	280.0	146.0	793.0	184.0	517.0	127.0	341.0	350.0	2504.0
FOLYLPOLYGLUTAMATESYNTH-RXN	5654.17	6531.92	7491.13	5287.67	6099.94	7240.219999999999	5432.52	4266.04	3150.76	3270.7	2882.57	2492.17	2782.99	1182.91	1845.93	3020.69	551.71	1037.0300000000002	821.01	904.8	796.21	1135.75	6544.02	6809.9400000000005	8506.949999999999	1509.67	822.9100000000001	1556.4699999999998	1226.88	1670.2199999999998	896.3700000000001	2976.83	3248.0	5060.0
FORMALDEHYDE-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.5	137.0	1580.0	261.0	0.0	75.0	304.0	0.0	0.0	20.0	13.0	347.0	155.0	0.0	826.0	19.0	616.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FORMAMIDASE-RXN	0.0	0.0	0.0	0.0	5.0	12.0	15.0	0.0	638.0	363.0	1456.0	280.38	21.0	148.0	449.86	24.0	0.0	283.0	78.0	354.0	117.0	0.0	1149.74	254.0	730.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FORMATE-DEHYDROGENASE-NADP+-RXN	35.0	163.34	30.0	177.0	93.0	154.0	107.0	0.0	61.4	27.34	11.94	19.0	41.34	33.32	32.68	136.6	0.0	11.34	12.66	0.0	0.0	27.0	74.0	137.34	305.32000000000005	11.34	8.0	21.0	39.34	26.66	7.0	75.74000000000001	33.66	111.66
FORMATEDEHYDROG-RXN	76.0	120.0	12.0	0.0	10.0	0.0	376.0	490.0	28.0	52.0	0.0	30.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	18.0	12.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FORMATETHFLIG-RXN	4580.84	6129.42	6441.4	4749.44	5286.11	5715.549999999999	4391.6900000000005	3948.71	1610.03	1928.73	655.39	926.29	2157.09	843.69	1067.6999999999998	2158.86	510.08	476.8	560.9399999999999	287.97	210.04	1060.25	3992.6	3802.63	5337.23	995.1	661.1700000000001	1435.0700000000002	1013.24	1478.76	735.7	2543.8900000000003	2673.4	4145.83
FORMIMINOGLUTAMASE-RXN	45.75	71.5	6.0	0.0	5.0	0.0	188.0	248.0	2027.08	728.25	2026.5	847.13	752.25	265.5	563.86	300.95	41.0	763.0	133.25	436.0	367.0	6.0	1521.64	1273.6	2318.34	229.5	83.25	128.25	253.5	537.75	181.0	652.0	943.45	591.05
FORMIMINOGLUTAMATE-DEIMINASE-RXN	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	44.0	123.0	1512.14	217.38	0.0	55.38	305.43	10.67	41.0	23.0	14.0	351.0	130.32999999999998	6.0	818.88	482.67	338.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN	176.0	278.25	119.0	176.32999999999998	138.75	154.0	136.75	233.25	52.0	10.0	18.0	36.0	632.0	32.0	0.0	48.0	45.75	0.0	0.0	0.0	0.0	55.5	67.33	130.0	131.5	176.0	42.0	114.0	207.0	500.0	169.0	625.0	892.0	518.0
FORMYLTHFDEFORMYL-RXN	1547.96	3935.0	3442.23	2022.35	2298.75	1685.61	1725.21	2386.29	1372.19	1122.61	7636.43	1721.87	559.83	379.38	1773.43	499.26	345.69	562.23	193.7	1775.24	960.33	645.25	4558.41	2266.59	3123.54	372.6	97.67	69.33	115.17	103.33	98.67	275.27	327.33000000000004	344.17
FORMYLTHFGLUSYNTH-RXN	5654.17	6531.92	7491.13	5287.67	6099.94	7240.219999999999	5432.52	4266.04	3150.76	3270.7	2882.57	2492.17	2782.99	1182.91	1845.93	3020.69	551.71	1037.0300000000002	821.01	904.8	796.21	1135.75	6544.02	6809.9400000000005	8506.949999999999	1509.67	822.9100000000001	1556.4699999999998	1226.88	1670.2199999999998	896.3700000000001	2976.83	3248.0	5060.0
FPPSYN-RXN	4639.84	6409.42	6874.23	5130.44	5547.11	5768.549999999999	4614.6900000000005	4256.54	2916.21	2945.58	2966.2	2512.5	2600.67	1014.74	1609.46	2659.45	560.9100000000001	999.7	738.1099999999999	900.97	829.5400000000001	1122.25	5938.32	6000.39	7846.32	1382.77	715.59	1489.15	1088.91	1591.34	837.3700000000001	2851.0600000000004	3021.48	4837.75
FRUCTOKINASE-RXN	7145.85	11335.5	11400.23	7834.95	8118.27	8310.76	7445.55	7890.25	1294.9	1957.48	2853.16	1829.98	1685.33	833.38	1274.31	1975.74	1072.02	370.67	500.75	848.54	668.54	1948.0	4749.53	4026.72	6567.36	1172.9299999999998	649.9200000000001	1776.48	791.57	1266.68	597.3700000000001	2043.42	1788.2800000000002	4677.62
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	68.0	283.0	166.0	233.0	166.0	157.0	93.0	160.0	131.32999999999998	197.66	285.25	361.67	105.25	88.83	88.83	44.0	18.0	95.0	55.67	124.0	159.67000000000002	64.0	511.92	227.25	1136.87	370.5	68.25	49.25	83.5	74.75	53.0	62.0	179.25	75.25
FUC4NACTRANS-RXN	38.0	60.0	6.0	0.0	5.0	0.0	188.0	245.0	31.0	67.5	35.17	106.0	0.0	7.0	1.33	0.0	41.0	5.0	14.0	0.0	19.17	6.0	29.17	51.0	97.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FUCISOM-RXN	1664.51	3934.25	3249.6	1814.9	2240.4	2144.13	2059.11	2738.71	77.09	84.78	88.37	143.18	91.75	99.66	87.0	151.01	345.53	25.66	8.43	68.91	32.0	654.0	453.86	464.49	516.75	32.43	14.0	39.5	53.5	36.0	28.5	191.0	184.5	301.0
FUCOKINASE-RXN	10.6	0.0	3.6	2.6	0.0	1.8	13.2	22.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FUCPALDOL-RXN	1117.4299999999998	1157.0	1203.6	925.93	1114.33	2204.64	1476.0300000000002	1673.1	467.07	365.19	1692.32	475.9	210.75	224.33	583.1	540.52	222.67	104.0	87.22999999999999	451.0	207.5	191.5	1703.45	910.83	2073.87	88.0	52.0	77.5	137.5	112.0	75.5	273.4	388.5	498.0
FUCULOKIN-RXN	216.6	234.0	71.6	29.6	115.0	155.47	287.2	557.6	64.0	62.69	89.08	125.52	61.75	38.0	73.0	90.0	48.67	21.0	0.23	59.0	19.0	32.0	334.0	378.5	349.92	11.0	5.0	12.5	27.5	23.0	18.5	99.0	150.5	278.0
FUMARYLACETOACETASE-RXN	4.5	47.5	11.0	18.5	14.0	5.0	7.0	5.5	1019.93	406.0	1987.28	1132.64	346.0	122.76	414.86	284.34000000000003	0.0	349.4	49.0	494.0	396.66	15.5	1367.64	1938.34	1480.42	5.0	0.0	0.0	17.0	4.0	0.0	33.0	19.0	45.0
FUMHYDR-RXN	7696.52	8843.17	9983.43	7856.969999999999	8538.189999999999	9625.02	7969.97	6495.89	3792.36	2950.24	7413.790000000001	3380.21	2752.95	1019.02	2429.12	3293.4300000000003	874.86	1349.17	704.56	1873.04	1269.23	1593.75	8039.049999999999	6714.56	8115.049999999999	1311.4700000000005	832.87	1904.83	1149.54	1366.2599999999998	851.5700000000002	3581.6400000000003	2650.36	5790.9
GABATRANSAM-RXN	112.33	178.25	24.5	21.33	62.58	64.5	398.75	501.75	977.25	622.25	4528.0	866.38	172.0	415.0	1275.86	303.5	82.75	363.0	223.5	1071.5	547.5	18.5	3920.74	955.25	3076.12	0.0	20.0	0.0	23.0	0.0	0.0	2.25	0.0	0.0
GALACTARDEHYDRA-RXN	74.0	254.0	80.0	84.0	49.0	96.0	252.0	438.0	114.0	149.0	1456.14	258.0	138.0	42.0	305.43	28.67	59.0	76.0	40.0	342.0	144.32999999999998	50.0	798.0	497.67	407.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACTOACETYLTRAN-RXN	674.91	406.25	234.0	166.43	216.28	984.0	997.24	982.11	57.63	171.51999999999998	70.37	89.07	221.0	10.0	13.0	162.9	132.53	22.4	23.09	41.57	0.0	51.0	196.74	244.15	160.92000000000002	190.03	118.0	722.0	163.0	404.0	78.0	227.25	199.0	1258.0
GALACTODEHYDROG-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	65.0	87.0	218.0	0.0	61.0	18.0	0.0	0.0	0.0	7.0	20.0	94.0	0.0	135.0	0.0	403.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACTOKIN-RXN	4211.84	5723.0	6437.23	4607.94	5196.36	4959.549999999999	4257.9400000000005	3467.79	1926.7	2254.57	920.15	972.32	1912.9	539.51	786.69	1602.9499999999998	457.16	650.63	447.98	388.24	228.34	999.75	2971.79	3748.9	3652.99	927.5	483.99	1132.15	786.6400000000001	1263.2099999999998	622.1700000000001	1662.29	2319.55	3881.22
GALACTONDEHYDRAT-RXN	222.5	167.5	229.0	91.38	45.88	324.0	456.0	608.5	100.0	120.0	1661.14	286.0	0.0	60.0	319.43	11.67	177.0	22.0	14.0	436.0	209.83	22.5	790.0	449.67	967.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACTOSE-OXIDASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACTOSYLCERAMIDASE-RXN	0.0	0.0	6.0	7.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACTURIDYLYLTRANS-RXN	2586.6800000000003	1657.25	2503.33	1955.83	2551.58	3102.9700000000003	2615.28	1041.1799999999998	1585.0	1513.19	664.53	852.9200000000001	1356.9	426.55	624.83	971.11	129.38	639.9	303.25	302.33	278.84000000000003	340.0	2263.41	2444.24	3234.8	732.0699999999999	281.99	271.15	490.64	743.21	385.17	1109.69	1689.5499999999995	1253.22
GALACTUROISOM-RXN	2721.69	4708.0	5156.1	3679.81	3878.86	3592.18	3068.14	3012.56	330.67	524.5899999999999	568.04	522.8	80.0	192.46	238.5	410.17	422.86	69.33	89.2	180.24	111.67	799.25	878.6800000000001	1440.58	1408.44	17.43	21.0	18.5	63.5	43.0	30.5	151.85	184.5	500.0
GALLATE-DIOXYGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALPMUT-RXN	4568.84	6372.5	5953.9	3867.48	4602.23	5863.629999999999	4833.4400000000005	4704.71	927.17	1155.6	365.57	566.57	536.15	272.46000000000004	318.99	778.8199999999999	646.66	317.57	289.63	101.07	199.34	1121.0	1359.67	1261.3	1734.62	348.83	161.4	148.9	218.3	148.8	229.5	591.7	563.1	907.0
GAMMA-GLUTAMYLTRANSFERASE-RXN	235.5	376.75	179.0	244.5	203.75	655.0	474.75	972.75	1160.45	925.28	6756.58	2084.78	579.5999999999999	756.78	1768.06	848.3299999999999	108.75	429.4	257.5	1536.9	1023.02	57.0	5303.13	4396.25	7549.87	266.6	101.6	24.0	109.6	103.8	91.2	767.2	368.6	306.2
GAPDHSYNEC-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.5	51.0	138.0	193.5	7.0	47.0	51.0	7.0	0.0	82.0	8.0	56.0	130.0	0.0	237.0	92.0	583.0	263.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
GAPOXNPHOSPHN-RXN	4790.84	6637.17	6969.23	5295.44	5688.86	5840.549999999999	4815.4400000000005	4508.29	5113.4400000000005	4061.01	5127.93	3505.76	3124.27	1522.35	2586.02	3161.2	627.6600000000001	1870.57	1059.31	1460.37	1194.41	1153.75	9141.27	8125.79	10861.07	1593.37	902.19	1588.15	1298.5100000000002	1767.14	1049.5700000000002	3685.66	3639.08	5228.95
GART-RXN	6219.0	10343.92	10483.46	7425.72	7935.139999999999	7421.96	6332.1	6566.23	4478.36	3878.71	4526.29	3121.54	3242.6000000000004	1211.69	2178.52	3228.87	897.6000000000001	1612.0	939.84	1282.44	1068.7400000000002	1760.5	7535.59	7040.48	8970.689999999999	1464.37	914.86	1538.48	1248.68	1749.4699999999998	1025.2400000000002	3746.53	3573.41	5228.12
GCVP-RXN	2357.16	5384.84	4432.4	3126.61	3060.03	2674.08	2409.41	3756.86	1144.84	1724.88	2619.6	1997.37	1190.44	969.93	1425.17	1730.19	482.53	426.74	538.02	777.14	676.03	888.25	5600.52	4409.99	7038.81	856.3699999999999	424.6	1633.0	550.94	1000.46	401.2000000000001	1487.94	1163.26	4307.860000000001
GCVT-RXN	2013.66	4622.67	4153.4	2821.11	2787.03	2299.0800000000004	2110.41	3029.36	1181.89	1903.21	6634.33	2007.49	922.02	787.27	1971.83	1235.59	412.53	451.37	484.69	1566.14	920.53	759.75	5974.14	3456.07	5544.53	653.7	301.6	852.5	376.77	572.13	309.70000000000005	1191.12	899.4300000000001	2364.53
GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN	0.0	98.0	304.0	438.0	599.0	275.0	123.0	164.0	17.0	34.0	47.0	75.0	0.0	27.0	0.0	2.0	24.0	0.0	2.0	0.0	24.0	12.0	59.0	2.0	114.62	0.0	0.0	0.0	3.0	0.0	2.0	2.0	10.0	12.0
GDP-MANNOSE-6-DEHYDROGENASE-RXN	0.0	2308.0	2201.4	1239.6	1803.0	0.0	0.0	0.0	74.0	90.0	1519.0	165.0	0.0	66.0	304.0	0.0	0.0	40.0	26.0	330.0	122.0	363.0	767.0	19.0	265.0	0.0	0.0	0.0	5.0	0.0	10.0	1.6	1.0	9.0
GDPKIN-RXN	1670.91	4157.75	3491.23	2237.45	2316.4	2630.33	2069.91	3244.94	2329.21	2118.0	2528.03	2050.28	1244.5	736.95	1290.29	1650.5	449.16	896.0300000000001	534.86	760.97	708.8700000000001	670.0	4784.17	4648.120000000001	5083.38	683.6	421.34	518.4	545.24	444.26	380.87000000000006	1538.79	1330.2	1993.37
GDPMANDEHYDRA-RXN	3290.87	8017.0	7277.4	4805.16	5251.91	4358.9400000000005	3717.12	5048.57	347.19	592.61	3506.7200000000003	985.18	589.75	277.18	762.43	913.0	724.39	121.0	46.22	889.64	522.0	1337.25	2116.6	1716.0	2626.16	535.86	157.0	792.5	233.5	524.0	172.5	526.35	532.5	2776.0
GDPPYPHOSKIN-RXN	10120.27	12213.42	15031.73	11202.47	12289.46	13492.4	10020.99	8105.1	3562.44	4117.31	3250.83	3327.39	3455.99	1765.75	2530.69	4282.81	1071.4	1248.0300000000002	1168.19	1096.87	1102.88	2081.5	10017.490000000002	9351.96	12007.85	1850.1	1022.91	2408.47	1497.88	2257.22	1109.37	3546.9299999999994	3868.2	7760.799999999999
